doc,mat,cuat,tstamp,asistencia,cumple_horarios,buen_trato,clase_organizada,claridad,fomenta_participacion,panorama_amplio,acepta_critica,responde_mails,comentarios
Roux,6201,2Q2022,1681296517464,5,5,5,4,4,4,4,4,4,
Badia,6201,2Q2022,1681296517465,4,4,4,4,4,3,3,3,3,
Badia,6201,2Q2022,1681296517466,4,3,4,3,4,3,4,4,4,
Corsini,6201,2Q2022,1681296669459,5,5,4,4,4,4,4,4,4,
Corach,6201,2Q2022,1681296669461,2,2,1,1,1,1,1,1,1,U2UgbGEgcGFzYSBjcml0aWNhbmRvIGlkZWFzIHBvbGl0aWNhcywgc2llbXByZSBkZW5pZ3JhbmRvIGEgbWlsZWk=
Nuñez,6201,2Q2022,1681296669463,4,4,3,4,4,3,4,3,3,
Roux,6201,2Q2022,1681296669464,5,5,5,4,4,4,4,5,4,
Badia,6201,2Q2022,1681296669465,4,4,3,4,4,3,3,3,4,
Badia,6201,2Q2022,1681296669465,4,4,3,4,4,3,3,4,4,
Corsini,6201,2Q2022,1681296827941,5,5,4,4,4,3,4,4,4,
Corach,6201,2Q2022,1681296827943,2,1,1,1,1,1,1,1,2,Tm8gZXMgZWwgbWVqb3IgZGUgbG9zIHByb2Zlc29yZXMsIG11Y2hvIG1lbm9zIHNpIHVubyBubyBlcyByZWN1cnNhbnRlLiBObyBsbyByZWNvbWllbmRvIGEgZXhjZXBjaW9uIGRlIHNlciByZWN1cnNhbnRlICh5IGhhc3RhIGFoaSk=
Nuñez,6201,2Q2022,1681296827944,4,4,3,4,4,4,3,3,3,
Roux,6201,2Q2022,1681296827946,5,5,4,4,4,4,4,5,4,
Badia,6201,2Q2022,1681296827947,4,5,4,4,3,4,4,3,4,
Badia,6201,2Q2022,1681296827947,4,4,3,4,4,4,4,3,4,
Corsini,6201,2Q2022,1681304845557,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681304845561,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681304845562,3,4,3,4,4,4,4,4,4,
Roux,6201,2Q2022,1681304845563,5,5,5,4,4,4,4,5,4,
Badia,6201,2Q2022,1681304845564,4,4,4,4,4,4,4,4,4,
Badia,6201,2Q2022,1681304845565,4,4,4,4,4,4,4,4,4,
Corsini,6201,2Q2022,1681304917494,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681304917497,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681304917498,4,4,4,4,4,4,4,4,4,
Roux,6201,2Q2022,1681304917500,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681304917502,4,4,4,4,4,4,4,4,4,
Badia,6201,2Q2022,1681304917503,4,4,4,4,4,4,4,4,4,
Corsini,6201,2Q2022,1681304968405,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681304968406,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681304968406,4,4,4,4,4,4,4,4,4,
Roux,6201,2Q2022,1681304968407,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681304968408,4,4,4,4,4,4,4,4,4,
Badia,6201,2Q2022,1681304968408,4,4,4,4,4,4,4,4,4,
Corsini,6201,2Q2022,1681305020598,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681305020600,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681305020602,4,4,4,4,4,4,4,4,4,
Roux,6201,2Q2022,1681305020603,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681305020604,4,4,4,4,4,4,4,4,4,
Badia,6201,2Q2022,1681305020606,4,4,4,4,4,4,4,4,4,
Corsini,6201,2Q2022,1681305078609,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681305078611,1,1,1,1,1,1,1,1,1,cGFuY2hv
Nuñez,6201,2Q2022,1681305078612,4,4,4,4,4,4,4,4,4,
Roux,6201,2Q2022,1681305078614,5,5,5,5,5,5,5,5,5,VW5hIGdlbmlh
Badia,6201,2Q2022,1681305078615,4,4,4,4,4,4,4,4,4,
Badia,6201,2Q2022,1681305078617,4,4,4,4,4,4,4,4,4,
Corsini,6201,2Q2022,1681305282275,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681305282277,1,1,1,1,1,1,1,1,1,VGVycmlibGUgw7FvcXVpLCBwcmVwb3RlbnRl
Nuñez,6201,2Q2022,1681305282279,4,4,4,4,4,4,4,4,4,
Roux,6201,2Q2022,1681305282280,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681305282282,4,4,4,4,4,4,4,4,4,
Badia,6201,2Q2022,1681305282283,4,4,4,4,4,4,4,4,4,
Corsini,6201,2Q2022,1681305368360,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681305368363,1,1,1,1,1,1,1,1,1,UGVzaW1hIGFjdGl0dWQgcGFyYSBjb24gZWwgYWx1bW5vLCBtYWwgcHJlZGlzcHVlc3RvIGEgcmVjaWJpciBjcml0aWNhcw==
Nuñez,6201,2Q2022,1681305368365,4,4,4,4,4,4,4,4,4,
Roux,6201,2Q2022,1681305368367,5,5,5,5,5,5,5,5,5,RGl2aW5hIHRvdGFs
Badia,6201,2Q2022,1681305368370,4,4,4,4,4,4,4,4,4,
Badia,6201,2Q2022,1681305368372,4,4,4,4,4,4,4,4,4,
Corsini,6201,2Q2022,1681305431117,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681305431119,1,1,1,1,1,1,1,1,1,RXMgdW4gYm9sdWRvbiBiYXJiYXJvLiBFeHBsaWNhIG11eSBtYWwgeSBzZSBlbm9qYSBwb3IgY3VhbHF1aWVyIGNvc2Eu
Nuñez,6201,2Q2022,1681305431119,4,4,4,4,4,4,4,4,4,
Roux,6201,2Q2022,1681305431120,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681305431121,4,4,4,4,4,4,4,4,4,
Badia,6201,2Q2022,1681305431121,4,4,4,4,4,4,4,4,4,
Corsini,6201,2Q2022,1681305446964,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681305446967,1,1,1,1,1,1,1,1,1,TXV5IG1hbCBwcm9mZXNvciBwYXJhIGxvcyBxdWUgbm8gc29uIHJlY3Vyc2FudGVzLCB5IGF1biBzaWVuZG9sbyBubyBsbyByZWNvbWllbmRvLiBEZW5pZ3JhbnRlIGVuIHZhcmlhcyBvY2FzaW9uZXMgY29uIGxvcyBhbHVtbm9z
Nuñez,6201,2Q2022,1681305446968,4,4,4,4,4,4,4,4,4,
Roux,6201,2Q2022,1681305446970,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681305446971,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681305446973,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681305509763,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681305509764,1,1,1,1,1,1,1,1,1,UGVzaW1vIHByb2Zlc29y
Nuñez,6201,2Q2022,1681305509766,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681305509766,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681305509767,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681305509769,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681305564145,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681305564146,1,1,1,1,1,1,1,1,1,RXMgZWwgcHJvZmVzb3IgbWFzIHBldGUgcXVlIGNvbm9jaSBlbiBsYSBoaXN0b3JpYSBkZSBsb3MgcHJvZmVzb3Jlcy4gTm8gZGEgbWFzIGRlIHZpcmdlbiBtYWxhIG9uZGE=
Nuñez,6201,2Q2022,1681305564146,4,4,4,4,4,4,4,4,4,
Roux,6201,2Q2022,1681305564147,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681305564148,4,4,4,4,4,4,4,4,4,
Badia,6201,2Q2022,1681305564148,4,4,4,4,4,4,4,4,4,
Corsini,6201,2Q2022,1681306786245,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681306786248,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681306786250,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681306786253,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681306786255,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681306786257,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681306829398,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681306829400,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681306829401,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681306829403,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681306829405,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681306829407,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681306948528,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681306948529,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681306948531,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681306948532,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681306948533,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681306948535,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681306998627,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681306998630,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681306998631,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681306998632,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681306998635,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681306998636,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681307048679,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681307048681,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681307048683,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681307048685,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681307048686,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681307048689,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681307126501,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681307126502,1,1,1,1,1,1,1,1,1,VW4gdGFyYWRpdG8gcmV0cmFzYWRvIG1lbnRhbCBxdWUgbm8gZGEgcGllIGNvbiBib2xhIGVuIGxhcyBjbGFzZXMgeSB0ZSBoYWNlIHRlcnJpYmxlIGVuc2FsYWRhIGRlIGZydXRhIGVuIGxhIGNhYmV6YSBhIGxhIGhvcmEgZGUgZXhwbGljYXIgZWplcmNpY2lvcyB5IHRyYWJham9zIHByYWN0aWNvcy4gVW4gZGVzYXN0cmUgdG90YWwu
Nuñez,6201,2Q2022,1681307126503,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681307126503,4,4,4,4,4,4,4,4,4,
Badia,6201,2Q2022,1681307126504,4,4,4,4,4,4,4,4,4,
Badia,6201,2Q2022,1681307126505,5,4,4,4,4,4,4,4,4,
Corsini,6201,2Q2022,1681307300137,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681307300140,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681307300141,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681307300143,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681307300144,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681307300146,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681307413140,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681307413144,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681307413147,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681307413149,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681307413151,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681307413153,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681307456949,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681307456950,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681307456951,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681307456952,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681307456952,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681307456953,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681307490602,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681307490603,1,1,1,1,1,1,1,1,1,U2luIGNvbWVudGFyaW9zLiBFbCBwZW9yIHByb2ZlIGVuIGxhIGhpc3RvcmlhIGRlIGxvcyBwcm9mZXNvcmVz
Nuñez,6201,2Q2022,1681307490604,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681307490605,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681307490605,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681307490606,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681307502304,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681307502306,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681307502308,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681307502310,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681307502311,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681307502313,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681307552780,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681307552781,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681307552781,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681307552781,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681307552782,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681307552782,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681307597332,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681307597334,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681307597336,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681307597338,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681307597339,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681307597341,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681307608709,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681307608709,1,1,1,1,1,1,1,1,1,TUFMIHByb2Zlc29yIGNvbiB0b2RhcyBzdXMgbGV0cmFz
Nuñez,6201,2Q2022,1681307608710,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681307608710,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681307608711,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681307608711,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681307931520,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681307931524,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681307931526,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681307931529,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681307931530,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681307931532,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681308016240,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681308016243,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681308016245,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681308016246,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681308016249,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681308016251,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681308067116,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681308067117,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681308067118,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681308067119,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681308067119,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681308067120,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681308621694,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681308621697,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681308621698,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681308621700,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681308621702,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681308621704,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681308673348,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681308673349,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681308673350,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681308673350,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681308673351,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681308673352,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681308675054,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681308675055,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681308675057,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681308675058,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681308675060,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681308675061,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681308717702,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681308717703,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681308717703,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681308717704,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681308717704,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681308717704,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681308763366,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681308763367,1,1,1,1,1,1,1,1,1,RGlzY3JpbWluYSBwb3IgaWRlb2xvZ2lhIHBvbGl0aWNhLCBlbiBlc3BlY2lhbCBhIGxvcyBkZSBkZXJlY2hhIG8gbGliZXJhbGVzLiBMYW1lbnRhYmxlIHF1ZSBtZXpjbGUgdGFudG8gbGEgZmlzaWNhIGNvbiBsYSBwb2xpdGljYS4gQWRlbWFzIHNlIGxhIGRhIGRlIGdlbmlv
Nuñez,6201,2Q2022,1681308763368,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681308763369,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681308763370,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681308763371,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681308788608,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681308788608,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681308788609,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681308788610,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681308788610,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681308788611,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681310671969,5,5,5,5,5,5,5,5,5,R3JhbiBwcm9mZXNvcmE=
Corach,6201,2Q2022,1681310671974,1,1,1,1,1,1,1,1,1,UGVzaW1vIGRvY2VudGUsIHNpZW1wcmUgZWNoYW5kb2xlIGVuIGNhcmEgYSBsb3MgYWx1bW5vcyBzdSBkZXNjb25vY2ltaWVudG8geSBkaWNpZW5kbyBzYWJlIG1hcyBxdWUgbG9zIGFsdW1ub3MuIEVzIGV2aWRlbnRlIHF1ZSBzYWJlIG1hcywgcG9ybmFsZ28gZXMgZWwgZG9jZW50ZSBhc2kgcXVlIG1lIHBhcmVjZSByaWRpY3VsbyBxdWUgbG8gcmVtYXJxdWUgZW4gdmV6IGRlIHRyYXRhciBkZSBleHBsaWNhciBsbyBxdWUgbG9zIGFsdW1ub3Mgbm8gc2FiZW4=
Nuñez,6201,2Q2022,1681310671976,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681310671978,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681310671979,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681310671979,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681310736586,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681310736587,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681310736588,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681310736590,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681310736592,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681310736594,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681310838161,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681310838163,1,1,1,1,1,1,1,1,1,UGVyb24gZnVlIGVsIHByaW1lciBwZXJvbmlzdGEh
Nuñez,6201,2Q2022,1681310838163,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681310838164,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681310838165,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681310838165,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681311145365,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681311145367,1,1,1,1,1,1,1,1,1,U2VndW4gQ29yYWNoIFBlcm9uIGNyZW8gYSBEaW9zLCBwb3IgbG8gcXVlIERpb3MgZXMgcGVyb25pc3RhOyBEaW9zIGNyZW8gYSBsYSBnZW50ZSAocXVlIGVzIHBlcm9uaXN0YSksIGVudG9uY2VzIGxhIGZpc2ljYSBlbnRvbmNlcyBsYSBmaXNpY2EgZXMgcGVyb25pc3Rh
Nuñez,6201,2Q2022,1681311145370,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681311145373,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681311145374,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681311145376,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681311461535,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681311461538,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681311461539,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681311461541,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681311461542,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681311461544,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681311505076,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681311505077,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681311505078,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681311505079,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681311505081,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681311505082,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681314892572,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681314892573,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681314892576,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681314892580,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681314892581,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681314892582,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681314941515,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681314941519,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681314941522,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681314941524,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681314941525,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681314941527,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681315092680,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681315092682,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681315092686,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681315092688,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681315092689,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681315092691,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681315223468,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681315223471,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681315223472,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681315223473,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681315223474,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681315223475,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681315324419,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681315324421,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681315324422,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681315324424,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681315324425,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681315324426,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681315409983,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681315409988,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681315409990,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681315409992,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681315409994,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681315409996,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681315535065,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681315535068,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681315535070,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681315535072,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681315535074,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681315535076,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681316386409,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681316386410,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681316386411,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681316386411,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681316386412,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681316386413,5,5,5,5,5,5,5,5,5,
Corsini,6201,2Q2022,1681316523612,5,5,5,5,5,5,5,5,5,
Corach,6201,2Q2022,1681316523618,1,1,1,1,1,1,1,1,1,
Nuñez,6201,2Q2022,1681316523620,5,5,5,5,5,5,5,5,5,
Roux,6201,2Q2022,1681316523623,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681316523625,5,5,5,5,5,5,5,5,5,
Badia,6201,2Q2022,1681316523626,5,5,5,5,5,5,5,5,5,
